DateID,Date,Year,Quarter,Month,MonthName,Week,DayOfWeek,IsWeekend,FiscalYear,FiscalQuarter
20201217,2020-12-17,2020,Q4,12,December,51,Thursday,False,2020,FQ3
20201218,2020-12-18,2020,Q4,12,December,51,Friday,False,2020,FQ3
20201219,2020-12-19,2020,Q4,12,December,51,Saturday,True,2020,FQ3
20201220,2020-12-20,2020,Q4,12,December,51,Sunday,True,2020,FQ3
20201221,2020-12-21,2020,Q4,12,December,52,Monday,False,2020,FQ3
20201222,2020-12-22,2020,Q4,12,December,52,Tuesday,False,2020,FQ3
20201223,2020-12-23,2020,Q4,12,December,52,Wednesday,False,2020,FQ3
20201224,2020-12-24,2020,Q4,12,December,52,Thursday,False,2020,FQ3
20201225,2020-12-25,2020,Q4,12,December,52,Friday,False,2020,FQ3
20201226,2020-12-26,2020,Q4,12,December,52,Saturday,True,2020,FQ3
20201227,2020-12-27,2020,Q4,12,December,52,Sunday,True,2020,FQ3
20201228,2020-12-28,2020,Q4,12,December,53,Monday,False,2020,FQ3
20201229,2020-12-29,2020,Q4,12,December,53,Tuesday,False,2020,FQ3
20201230,2020-12-30,2020,Q4,12,December,53,Wednesday,False,2020,FQ3
20201231,2020-12-31,2020,Q4,12,December,53,Thursday,False,2020,FQ3
20210101,2021-01-01,2021,Q1,1,January,53,Friday,False,2020,FQ4
20210102,2021-01-02,2021,Q1,1,January,53,Saturday,True,2020,FQ4
20210103,2021-01-03,2021,Q1,1,January,53,Sunday,True,2020,FQ4
20210104,2021-01-04,2021,Q1,1,January,1,Monday,False,2020,FQ4
20210105,2021-01-05,2021,Q1,1,January,1,Tuesday,False,2020,FQ4
20210106,2021-01-06,2021,Q1,1,January,1,Wednesday,False,2020,FQ4
20210107,2021-01-07,2021,Q1,1,January,1,Thursday,False,2020,FQ4
20210108,2021-01-08,2021,Q1,1,January,1,Friday,False,2020,FQ4
20210109,2021-01-09,2021,Q1,1,January,1,Saturday,True,2020,FQ4
20210110,2021-01-10,2021,Q1,1,January,1,Sunday,True,2020,FQ4
20210111,2021-01-11,2021,Q1,1,January,2,Monday,False,2020,FQ4
20210112,2021-01-12,2021,Q1,1,January,2,Tuesday,False,2020,FQ4
20210113,2021-01-13,2021,Q1,1,January,2,Wednesday,False,2020,FQ4
20210114,2021-01-14,2021,Q1,1,January,2,Thursday,False,2020,FQ4
20210115,2021-01-15,2021,Q1,1,January,2,Friday,False,2020,FQ4
20210116,2021-01-16,2021,Q1,1,January,2,Saturday,True,2020,FQ4
20210117,2021-01-17,2021,Q1,1,January,2,Sunday,True,2020,FQ4
20210118,2021-01-18,2021,Q1,1,January,3,Monday,False,2020,FQ4
20210119,2021-01-19,2021,Q1,1,January,3,Tuesday,False,2020,FQ4
20210120,2021-01-20,2021,Q1,1,January,3,Wednesday,False,2020,FQ4
20210121,2021-01-21,2021,Q1,1,January,3,Thursday,False,2020,FQ4
20210122,2021-01-22,2021,Q1,1,January,3,Friday,False,2020,FQ4
20210123,2021-01-23,2021,Q1,1,January,3,Saturday,True,2020,FQ4
20210124,2021-01-24,2021,Q1,1,January,3,Sunday,True,2020,FQ4
20210125,2021-01-25,2021,Q1,1,January,4,Monday,False,2020,FQ4
20210126,2021-01-26,2021,Q1,1,January,4,Tuesday,False,2020,FQ4
20210127,2021-01-27,2021,Q1,1,January,4,Wednesday,False,2020,FQ4
20210128,2021-01-28,2021,Q1,1,January,4,Thursday,False,2020,FQ4
20210129,2021-01-29,2021,Q1,1,January,4,Friday,False,2020,FQ4
20210130,2021-01-30,2021,Q1,1,January,4,Saturday,True,2020,FQ4
20210131,2021-01-31,2021,Q1,1,January,4,Sunday,True,2020,FQ4
20210201,2021-02-01,2021,Q1,2,February,5,Monday,False,2020,FQ4
20210202,2021-02-02,2021,Q1,2,February,5,Tuesday,False,2020,FQ4
20210203,2021-02-03,2021,Q1,2,February,5,Wednesday,False,2020,FQ4
20210204,2021-02-04,2021,Q1,2,February,5,Thursday,False,2020,FQ4
20210205,2021-02-05,2021,Q1,2,February,5,Friday,False,2020,FQ4
20210206,2021-02-06,2021,Q1,2,February,5,Saturday,True,2020,FQ4
20210207,2021-02-07,2021,Q1,2,February,5,Sunday,True,2020,FQ4
20210208,2021-02-08,2021,Q1,2,February,6,Monday,False,2020,FQ4
20210209,2021-02-09,2021,Q1,2,February,6,Tuesday,False,2020,FQ4
20210210,2021-02-10,2021,Q1,2,February,6,Wednesday,False,2020,FQ4
20210211,2021-02-11,2021,Q1,2,February,6,Thursday,False,2020,FQ4
20210212,2021-02-12,2021,Q1,2,February,6,Friday,False,2020,FQ4
20210213,2021-02-13,2021,Q1,2,February,6,Saturday,True,2020,FQ4
20210214,2021-02-14,2021,Q1,2,February,6,Sunday,True,2020,FQ4
20210215,2021-02-15,2021,Q1,2,February,7,Monday,False,2020,FQ4
20210216,2021-02-16,2021,Q1,2,February,7,Tuesday,False,2020,FQ4
20210217,2021-02-17,2021,Q1,2,February,7,Wednesday,False,2020,FQ4
20210218,2021-02-18,2021,Q1,2,February,7,Thursday,False,2020,FQ4
20210219,2021-02-19,2021,Q1,2,February,7,Friday,False,2020,FQ4
20210220,2021-02-20,2021,Q1,2,February,7,Saturday,True,2020,FQ4
20210221,2021-02-21,2021,Q1,2,February,7,Sunday,True,2020,FQ4
20210222,2021-02-22,2021,Q1,2,February,8,Monday,False,2020,FQ4
20210223,2021-02-23,2021,Q1,2,February,8,Tuesday,False,2020,FQ4
20210224,2021-02-24,2021,Q1,2,February,8,Wednesday,False,2020,FQ4
20210225,2021-02-25,2021,Q1,2,February,8,Thursday,False,2020,FQ4
20210226,2021-02-26,2021,Q1,2,February,8,Friday,False,2020,FQ4
20210227,2021-02-27,2021,Q1,2,February,8,Saturday,True,2020,FQ4
20210228,2021-02-28,2021,Q1,2,February,8,Sunday,True,2020,FQ4
20210301,2021-03-01,2021,Q1,3,March,9,Monday,False,2020,FQ4
20210302,2021-03-02,2021,Q1,3,March,9,Tuesday,False,2020,FQ4
20210303,2021-03-03,2021,Q1,3,March,9,Wednesday,False,2020,FQ4
20210304,2021-03-04,2021,Q1,3,March,9,Thursday,False,2020,FQ4
20210305,2021-03-05,2021,Q1,3,March,9,Friday,False,2020,FQ4
20210306,2021-03-06,2021,Q1,3,March,9,Saturday,True,2020,FQ4
20210307,2021-03-07,2021,Q1,3,March,9,Sunday,True,2020,FQ4
20210308,2021-03-08,2021,Q1,3,March,10,Monday,False,2020,FQ4
20210309,2021-03-09,2021,Q1,3,March,10,Tuesday,False,2020,FQ4
20210310,2021-03-10,2021,Q1,3,March,10,Wednesday,False,2020,FQ4
20210311,2021-03-11,2021,Q1,3,March,10,Thursday,False,2020,FQ4
20210312,2021-03-12,2021,Q1,3,March,10,Friday,False,2020,FQ4
20210313,2021-03-13,2021,Q1,3,March,10,Saturday,True,2020,FQ4
20210314,2021-03-14,2021,Q1,3,March,10,Sunday,True,2020,FQ4
20210315,2021-03-15,2021,Q1,3,March,11,Monday,False,2020,FQ4
20210316,2021-03-16,2021,Q1,3,March,11,Tuesday,False,2020,FQ4
20210317,2021-03-17,2021,Q1,3,March,11,Wednesday,False,2020,FQ4
20210318,2021-03-18,2021,Q1,3,March,11,Thursday,False,2020,FQ4
20210319,2021-03-19,2021,Q1,3,March,11,Friday,False,2020,FQ4
20210320,2021-03-20,2021,Q1,3,March,11,Saturday,True,2020,FQ4
20210321,2021-03-21,2021,Q1,3,March,11,Sunday,True,2020,FQ4
20210322,2021-03-22,2021,Q1,3,March,12,Monday,False,2020,FQ4
20210323,2021-03-23,2021,Q1,3,March,12,Tuesday,False,2020,FQ4
20210324,2021-03-24,2021,Q1,3,March,12,Wednesday,False,2020,FQ4
20210325,2021-03-25,2021,Q1,3,March,12,Thursday,False,2020,FQ4
20210326,2021-03-26,2021,Q1,3,March,12,Friday,False,2020,FQ4
20210327,2021-03-27,2021,Q1,3,March,12,Saturday,True,2020,FQ4
20210328,2021-03-28,2021,Q1,3,March,12,Sunday,True,2020,FQ4
20210329,2021-03-29,2021,Q1,3,March,13,Monday,False,2020,FQ4
20210330,2021-03-30,2021,Q1,3,March,13,Tuesday,False,2020,FQ4
20210331,2021-03-31,2021,Q1,3,March,13,Wednesday,False,2020,FQ4
20210401,2021-04-01,2021,Q2,4,April,13,Thursday,False,2021,FQ1
20210402,2021-04-02,2021,Q2,4,April,13,Friday,False,2021,FQ1
20210403,2021-04-03,2021,Q2,4,April,13,Saturday,True,2021,FQ1
20210404,2021-04-04,2021,Q2,4,April,13,Sunday,True,2021,FQ1
20210405,2021-04-05,2021,Q2,4,April,14,Monday,False,2021,FQ1
20210406,2021-04-06,2021,Q2,4,April,14,Tuesday,False,2021,FQ1
20210407,2021-04-07,2021,Q2,4,April,14,Wednesday,False,2021,FQ1
20210408,2021-04-08,2021,Q2,4,April,14,Thursday,False,2021,FQ1
20210409,2021-04-09,2021,Q2,4,April,14,Friday,False,2021,FQ1
20210410,2021-04-10,2021,Q2,4,April,14,Saturday,True,2021,FQ1
20210411,2021-04-11,2021,Q2,4,April,14,Sunday,True,2021,FQ1
20210412,2021-04-12,2021,Q2,4,April,15,Monday,False,2021,FQ1
20210413,2021-04-13,2021,Q2,4,April,15,Tuesday,False,2021,FQ1
20210414,2021-04-14,2021,Q2,4,April,15,Wednesday,False,2021,FQ1
20210415,2021-04-15,2021,Q2,4,April,15,Thursday,False,2021,FQ1
20210416,2021-04-16,2021,Q2,4,April,15,Friday,False,2021,FQ1
20210417,2021-04-17,2021,Q2,4,April,15,Saturday,True,2021,FQ1
20210418,2021-04-18,2021,Q2,4,April,15,Sunday,True,2021,FQ1
20210419,2021-04-19,2021,Q2,4,April,16,Monday,False,2021,FQ1
20210420,2021-04-20,2021,Q2,4,April,16,Tuesday,False,2021,FQ1
20210421,2021-04-21,2021,Q2,4,April,16,Wednesday,False,2021,FQ1
20210422,2021-04-22,2021,Q2,4,April,16,Thursday,False,2021,FQ1
20210423,2021-04-23,2021,Q2,4,April,16,Friday,False,2021,FQ1
20210424,2021-04-24,2021,Q2,4,April,16,Saturday,True,2021,FQ1
20210425,2021-04-25,2021,Q2,4,April,16,Sunday,True,2021,FQ1
20210426,2021-04-26,2021,Q2,4,April,17,Monday,False,2021,FQ1
20210427,2021-04-27,2021,Q2,4,April,17,Tuesday,False,2021,FQ1
20210428,2021-04-28,2021,Q2,4,April,17,Wednesday,False,2021,FQ1
20210429,2021-04-29,2021,Q2,4,April,17,Thursday,False,2021,FQ1
20210430,2021-04-30,2021,Q2,4,April,17,Friday,False,2021,FQ1
20210501,2021-05-01,2021,Q2,5,May,17,Saturday,True,2021,FQ1
20210502,2021-05-02,2021,Q2,5,May,17,Sunday,True,2021,FQ1
20210503,2021-05-03,2021,Q2,5,May,18,Monday,False,2021,FQ1
20210504,2021-05-04,2021,Q2,5,May,18,Tuesday,False,2021,FQ1
20210505,2021-05-05,2021,Q2,5,May,18,Wednesday,False,2021,FQ1
20210506,2021-05-06,2021,Q2,5,May,18,Thursday,False,2021,FQ1
20210507,2021-05-07,2021,Q2,5,May,18,Friday,False,2021,FQ1
20210508,2021-05-08,2021,Q2,5,May,18,Saturday,True,2021,FQ1
20210509,2021-05-09,2021,Q2,5,May,18,Sunday,True,2021,FQ1
20210510,2021-05-10,2021,Q2,5,May,19,Monday,False,2021,FQ1
20210511,2021-05-11,2021,Q2,5,May,19,Tuesday,False,2021,FQ1
20210512,2021-05-12,2021,Q2,5,May,19,Wednesday,False,2021,FQ1
20210513,2021-05-13,2021,Q2,5,May,19,Thursday,False,2021,FQ1
20210514,2021-05-14,2021,Q2,5,May,19,Friday,False,2021,FQ1
20210515,2021-05-15,2021,Q2,5,May,19,Saturday,True,2021,FQ1
20210516,2021-05-16,2021,Q2,5,May,19,Sunday,True,2021,FQ1
20210517,2021-05-17,2021,Q2,5,May,20,Monday,False,2021,FQ1
20210518,2021-05-18,2021,Q2,5,May,20,Tuesday,False,2021,FQ1
20210519,2021-05-19,2021,Q2,5,May,20,Wednesday,False,2021,FQ1
20210520,2021-05-20,2021,Q2,5,May,20,Thursday,False,2021,FQ1
20210521,2021-05-21,2021,Q2,5,May,20,Friday,False,2021,FQ1
20210522,2021-05-22,2021,Q2,5,May,20,Saturday,True,2021,FQ1
20210523,2021-05-23,2021,Q2,5,May,20,Sunday,True,2021,FQ1
20210524,2021-05-24,2021,Q2,5,May,21,Monday,False,2021,FQ1
20210525,2021-05-25,2021,Q2,5,May,21,Tuesday,False,2021,FQ1
20210526,2021-05-26,2021,Q2,5,May,21,Wednesday,False,2021,FQ1
20210527,2021-05-27,2021,Q2,5,May,21,Thursday,False,2021,FQ1
20210528,2021-05-28,2021,Q2,5,May,21,Friday,False,2021,FQ1
20210529,2021-05-29,2021,Q2,5,May,21,Saturday,True,2021,FQ1
20210530,2021-05-30,2021,Q2,5,May,21,Sunday,True,2021,FQ1
20210531,2021-05-31,2021,Q2,5,May,22,Monday,False,2021,FQ1
20210601,2021-06-01,2021,Q2,6,June,22,Tuesday,False,2021,FQ1
20210602,2021-06-02,2021,Q2,6,June,22,Wednesday,False,2021,FQ1
20210603,2021-06-03,2021,Q2,6,June,22,Thursday,False,2021,FQ1
20210604,2021-06-04,2021,Q2,6,June,22,Friday,False,2021,FQ1
20210605,2021-06-05,2021,Q2,6,June,22,Saturday,True,2021,FQ1
20210606,2021-06-06,2021,Q2,6,June,22,Sunday,True,2021,FQ1
20210607,2021-06-07,2021,Q2,6,June,23,Monday,False,2021,FQ1
20210608,2021-06-08,2021,Q2,6,June,23,Tuesday,False,2021,FQ1
20210609,2021-06-09,2021,Q2,6,June,23,Wednesday,False,2021,FQ1
20210610,2021-06-10,2021,Q2,6,June,23,Thursday,False,2021,FQ1
20210611,2021-06-11,2021,Q2,6,June,23,Friday,False,2021,FQ1
20210612,2021-06-12,2021,Q2,6,June,23,Saturday,True,2021,FQ1
20210613,2021-06-13,2021,Q2,6,June,23,Sunday,True,2021,FQ1
20210614,2021-06-14,2021,Q2,6,June,24,Monday,False,2021,FQ1
20210615,2021-06-15,2021,Q2,6,June,24,Tuesday,False,2021,FQ1
20210616,2021-06-16,2021,Q2,6,June,24,Wednesday,False,2021,FQ1
20210617,2021-06-17,2021,Q2,6,June,24,Thursday,False,2021,FQ1
20210618,2021-06-18,2021,Q2,6,June,24,Friday,False,2021,FQ1
20210619,2021-06-19,2021,Q2,6,June,24,Saturday,True,2021,FQ1
20210620,2021-06-20,2021,Q2,6,June,24,Sunday,True,2021,FQ1
20210621,2021-06-21,2021,Q2,6,June,25,Monday,False,2021,FQ1
20210622,2021-06-22,2021,Q2,6,June,25,Tuesday,False,2021,FQ1
20210623,2021-06-23,2021,Q2,6,June,25,Wednesday,False,2021,FQ1
20210624,2021-06-24,2021,Q2,6,June,25,Thursday,False,2021,FQ1
20210625,2021-06-25,2021,Q2,6,June,25,Friday,False,2021,FQ1
20210626,2021-06-26,2021,Q2,6,June,25,Saturday,True,2021,FQ1
20210627,2021-06-27,2021,Q2,6,June,25,Sunday,True,2021,FQ1
20210628,2021-06-28,2021,Q2,6,June,26,Monday,False,2021,FQ1
20210629,2021-06-29,2021,Q2,6,June,26,Tuesday,False,2021,FQ1
20210630,2021-06-30,2021,Q2,6,June,26,Wednesday,False,2021,FQ1
20210701,2021-07-01,2021,Q3,7,July,26,Thursday,False,2021,FQ2
20210702,2021-07-02,2021,Q3,7,July,26,Friday,False,2021,FQ2
20210703,2021-07-03,2021,Q3,7,July,26,Saturday,True,2021,FQ2
20210704,2021-07-04,2021,Q3,7,July,26,Sunday,True,2021,FQ2
20210705,2021-07-05,2021,Q3,7,July,27,Monday,False,2021,FQ2
20210706,2021-07-06,2021,Q3,7,July,27,Tuesday,False,2021,FQ2
20210707,2021-07-07,2021,Q3,7,July,27,Wednesday,False,2021,FQ2
20210708,2021-07-08,2021,Q3,7,July,27,Thursday,False,2021,FQ2
20210709,2021-07-09,2021,Q3,7,July,27,Friday,False,2021,FQ2
20210710,2021-07-10,2021,Q3,7,July,27,Saturday,True,2021,FQ2
20210711,2021-07-11,2021,Q3,7,July,27,Sunday,True,2021,FQ2
20210712,2021-07-12,2021,Q3,7,July,28,Monday,False,2021,FQ2
20210713,2021-07-13,2021,Q3,7,July,28,Tuesday,False,2021,FQ2
20210714,2021-07-14,2021,Q3,7,July,28,Wednesday,False,2021,FQ2
20210715,2021-07-15,2021,Q3,7,July,28,Thursday,False,2021,FQ2
20210716,2021-07-16,2021,Q3,7,July,28,Friday,False,2021,FQ2
20210717,2021-07-17,2021,Q3,7,July,28,Saturday,True,2021,FQ2
20210718,2021-07-18,2021,Q3,7,July,28,Sunday,True,2021,FQ2
20210719,2021-07-19,2021,Q3,7,July,29,Monday,False,2021,FQ2
20210720,2021-07-20,2021,Q3,7,July,29,Tuesday,False,2021,FQ2
20210721,2021-07-21,2021,Q3,7,July,29,Wednesday,False,2021,FQ2
20210722,2021-07-22,2021,Q3,7,July,29,Thursday,False,2021,FQ2
20210723,2021-07-23,2021,Q3,7,July,29,Friday,False,2021,FQ2
20210724,2021-07-24,2021,Q3,7,July,29,Saturday,True,2021,FQ2
20210725,2021-07-25,2021,Q3,7,July,29,Sunday,True,2021,FQ2
20210726,2021-07-26,2021,Q3,7,July,30,Monday,False,2021,FQ2
20210727,2021-07-27,2021,Q3,7,July,30,Tuesday,False,2021,FQ2
20210728,2021-07-28,2021,Q3,7,July,30,Wednesday,False,2021,FQ2
20210729,2021-07-29,2021,Q3,7,July,30,Thursday,False,2021,FQ2
20210730,2021-07-30,2021,Q3,7,July,30,Friday,False,2021,FQ2
20210731,2021-07-31,2021,Q3,7,July,30,Saturday,True,2021,FQ2
20210801,2021-08-01,2021,Q3,8,August,30,Sunday,True,2021,FQ2
20210802,2021-08-02,2021,Q3,8,August,31,Monday,False,2021,FQ2
20210803,2021-08-03,2021,Q3,8,August,31,Tuesday,False,2021,FQ2
20210804,2021-08-04,2021,Q3,8,August,31,Wednesday,False,2021,FQ2
20210805,2021-08-05,2021,Q3,8,August,31,Thursday,False,2021,FQ2
20210806,2021-08-06,2021,Q3,8,August,31,Friday,False,2021,FQ2
20210807,2021-08-07,2021,Q3,8,August,31,Saturday,True,2021,FQ2
20210808,2021-08-08,2021,Q3,8,August,31,Sunday,True,2021,FQ2
20210809,2021-08-09,2021,Q3,8,August,32,Monday,False,2021,FQ2
20210810,2021-08-10,2021,Q3,8,August,32,Tuesday,False,2021,FQ2
20210811,2021-08-11,2021,Q3,8,August,32,Wednesday,False,2021,FQ2
20210812,2021-08-12,2021,Q3,8,August,32,Thursday,False,2021,FQ2
20210813,2021-08-13,2021,Q3,8,August,32,Friday,False,2021,FQ2
20210814,2021-08-14,2021,Q3,8,August,32,Saturday,True,2021,FQ2
20210815,2021-08-15,2021,Q3,8,August,32,Sunday,True,2021,FQ2
20210816,2021-08-16,2021,Q3,8,August,33,Monday,False,2021,FQ2
20210817,2021-08-17,2021,Q3,8,August,33,Tuesday,False,2021,FQ2
20210818,2021-08-18,2021,Q3,8,August,33,Wednesday,False,2021,FQ2
20210819,2021-08-19,2021,Q3,8,August,33,Thursday,False,2021,FQ2
20210820,2021-08-20,2021,Q3,8,August,33,Friday,False,2021,FQ2
20210821,2021-08-21,2021,Q3,8,August,33,Saturday,True,2021,FQ2
20210822,2021-08-22,2021,Q3,8,August,33,Sunday,True,2021,FQ2
20210823,2021-08-23,2021,Q3,8,August,34,Monday,False,2021,FQ2
20210824,2021-08-24,2021,Q3,8,August,34,Tuesday,False,2021,FQ2
20210825,2021-08-25,2021,Q3,8,August,34,Wednesday,False,2021,FQ2
20210826,2021-08-26,2021,Q3,8,August,34,Thursday,False,2021,FQ2
20210827,2021-08-27,2021,Q3,8,August,34,Friday,False,2021,FQ2
20210828,2021-08-28,2021,Q3,8,August,34,Saturday,True,2021,FQ2
20210829,2021-08-29,2021,Q3,8,August,34,Sunday,True,2021,FQ2
20210830,2021-08-30,2021,Q3,8,August,35,Monday,False,2021,FQ2
20210831,2021-08-31,2021,Q3,8,August,35,Tuesday,False,2021,FQ2
20210901,2021-09-01,2021,Q3,9,September,35,Wednesday,False,2021,FQ2
20210902,2021-09-02,2021,Q3,9,September,35,Thursday,False,2021,FQ2
20210903,2021-09-03,2021,Q3,9,September,35,Friday,False,2021,FQ2
20210904,2021-09-04,2021,Q3,9,September,35,Saturday,True,2021,FQ2
20210905,2021-09-05,2021,Q3,9,September,35,Sunday,True,2021,FQ2
20210906,2021-09-06,2021,Q3,9,September,36,Monday,False,2021,FQ2
20210907,2021-09-07,2021,Q3,9,September,36,Tuesday,False,2021,FQ2
20210908,2021-09-08,2021,Q3,9,September,36,Wednesday,False,2021,FQ2
20210909,2021-09-09,2021,Q3,9,September,36,Thursday,False,2021,FQ2
20210910,2021-09-10,2021,Q3,9,September,36,Friday,False,2021,FQ2
20210911,2021-09-11,2021,Q3,9,September,36,Saturday,True,2021,FQ2
20210912,2021-09-12,2021,Q3,9,September,36,Sunday,True,2021,FQ2
20210913,2021-09-13,2021,Q3,9,September,37,Monday,False,2021,FQ2
20210914,2021-09-14,2021,Q3,9,September,37,Tuesday,False,2021,FQ2
20210915,2021-09-15,2021,Q3,9,September,37,Wednesday,False,2021,FQ2
20210916,2021-09-16,2021,Q3,9,September,37,Thursday,False,2021,FQ2
20210917,2021-09-17,2021,Q3,9,September,37,Friday,False,2021,FQ2
20210918,2021-09-18,2021,Q3,9,September,37,Saturday,True,2021,FQ2
20210919,2021-09-19,2021,Q3,9,September,37,Sunday,True,2021,FQ2
20210920,2021-09-20,2021,Q3,9,September,38,Monday,False,2021,FQ2
20210921,2021-09-21,2021,Q3,9,September,38,Tuesday,False,2021,FQ2
20210922,2021-09-22,2021,Q3,9,September,38,Wednesday,False,2021,FQ2
20210923,2021-09-23,2021,Q3,9,September,38,Thursday,False,2021,FQ2
20210924,2021-09-24,2021,Q3,9,September,38,Friday,False,2021,FQ2
20210925,2021-09-25,2021,Q3,9,September,38,Saturday,True,2021,FQ2
20210926,2021-09-26,2021,Q3,9,September,38,Sunday,True,2021,FQ2
20210927,2021-09-27,2021,Q3,9,September,39,Monday,False,2021,FQ2
20210928,2021-09-28,2021,Q3,9,September,39,Tuesday,False,2021,FQ2
20210929,2021-09-29,2021,Q3,9,September,39,Wednesday,False,2021,FQ2
20210930,2021-09-30,2021,Q3,9,September,39,Thursday,False,2021,FQ2
20211001,2021-10-01,2021,Q4,10,October,39,Friday,False,2021,FQ3
20211002,2021-10-02,2021,Q4,10,October,39,Saturday,True,2021,FQ3
20211003,2021-10-03,2021,Q4,10,October,39,Sunday,True,2021,FQ3
20211004,2021-10-04,2021,Q4,10,October,40,Monday,False,2021,FQ3
20211005,2021-10-05,2021,Q4,10,October,40,Tuesday,False,2021,FQ3
20211006,2021-10-06,2021,Q4,10,October,40,Wednesday,False,2021,FQ3
20211007,2021-10-07,2021,Q4,10,October,40,Thursday,False,2021,FQ3
20211008,2021-10-08,2021,Q4,10,October,40,Friday,False,2021,FQ3
20211009,2021-10-09,2021,Q4,10,October,40,Saturday,True,2021,FQ3
20211010,2021-10-10,2021,Q4,10,October,40,Sunday,True,2021,FQ3
20211011,2021-10-11,2021,Q4,10,October,41,Monday,False,2021,FQ3
20211012,2021-10-12,2021,Q4,10,October,41,Tuesday,False,2021,FQ3
20211013,2021-10-13,2021,Q4,10,October,41,Wednesday,False,2021,FQ3
20211014,2021-10-14,2021,Q4,10,October,41,Thursday,False,2021,FQ3
20211015,2021-10-15,2021,Q4,10,October,41,Friday,False,2021,FQ3
20211016,2021-10-16,2021,Q4,10,October,41,Saturday,True,2021,FQ3
20211017,2021-10-17,2021,Q4,10,October,41,Sunday,True,2021,FQ3
20211018,2021-10-18,2021,Q4,10,October,42,Monday,False,2021,FQ3
20211019,2021-10-19,2021,Q4,10,October,42,Tuesday,False,2021,FQ3
20211020,2021-10-20,2021,Q4,10,October,42,Wednesday,False,2021,FQ3
20211021,2021-10-21,2021,Q4,10,October,42,Thursday,False,2021,FQ3
20211022,2021-10-22,2021,Q4,10,October,42,Friday,False,2021,FQ3
20211023,2021-10-23,2021,Q4,10,October,42,Saturday,True,2021,FQ3
20211024,2021-10-24,2021,Q4,10,October,42,Sunday,True,2021,FQ3
20211025,2021-10-25,2021,Q4,10,October,43,Monday,False,2021,FQ3
20211026,2021-10-26,2021,Q4,10,October,43,Tuesday,False,2021,FQ3
20211027,2021-10-27,2021,Q4,10,October,43,Wednesday,False,2021,FQ3
20211028,2021-10-28,2021,Q4,10,October,43,Thursday,False,2021,FQ3
20211029,2021-10-29,2021,Q4,10,October,43,Friday,False,2021,FQ3
20211030,2021-10-30,2021,Q4,10,October,43,Saturday,True,2021,FQ3
20211031,2021-10-31,2021,Q4,10,October,43,Sunday,True,2021,FQ3
20211101,2021-11-01,2021,Q4,11,November,44,Monday,False,2021,FQ3
20211102,2021-11-02,2021,Q4,11,November,44,Tuesday,False,2021,FQ3
20211103,2021-11-03,2021,Q4,11,November,44,Wednesday,False,2021,FQ3
20211104,2021-11-04,2021,Q4,11,November,44,Thursday,False,2021,FQ3
20211105,2021-11-05,2021,Q4,11,November,44,Friday,False,2021,FQ3
20211106,2021-11-06,2021,Q4,11,November,44,Saturday,True,2021,FQ3
20211107,2021-11-07,2021,Q4,11,November,44,Sunday,True,2021,FQ3
20211108,2021-11-08,2021,Q4,11,November,45,Monday,False,2021,FQ3
20211109,2021-11-09,2021,Q4,11,November,45,Tuesday,False,2021,FQ3
20211110,2021-11-10,2021,Q4,11,November,45,Wednesday,False,2021,FQ3
20211111,2021-11-11,2021,Q4,11,November,45,Thursday,False,2021,FQ3
20211112,2021-11-12,2021,Q4,11,November,45,Friday,False,2021,FQ3
20211113,2021-11-13,2021,Q4,11,November,45,Saturday,True,2021,FQ3
20211114,2021-11-14,2021,Q4,11,November,45,Sunday,True,2021,FQ3
20211115,2021-11-15,2021,Q4,11,November,46,Monday,False,2021,FQ3
20211116,2021-11-16,2021,Q4,11,November,46,Tuesday,False,2021,FQ3
20211117,2021-11-17,2021,Q4,11,November,46,Wednesday,False,2021,FQ3
20211118,2021-11-18,2021,Q4,11,November,46,Thursday,False,2021,FQ3
20211119,2021-11-19,2021,Q4,11,November,46,Friday,False,2021,FQ3
20211120,2021-11-20,2021,Q4,11,November,46,Saturday,True,2021,FQ3
20211121,2021-11-21,2021,Q4,11,November,46,Sunday,True,2021,FQ3
20211122,2021-11-22,2021,Q4,11,November,47,Monday,False,2021,FQ3
20211123,2021-11-23,2021,Q4,11,November,47,Tuesday,False,2021,FQ3
20211124,2021-11-24,2021,Q4,11,November,47,Wednesday,False,2021,FQ3
20211125,2021-11-25,2021,Q4,11,November,47,Thursday,False,2021,FQ3
20211126,2021-11-26,2021,Q4,11,November,47,Friday,False,2021,FQ3
20211127,2021-11-27,2021,Q4,11,November,47,Saturday,True,2021,FQ3
20211128,2021-11-28,2021,Q4,11,November,47,Sunday,True,2021,FQ3
20211129,2021-11-29,2021,Q4,11,November,48,Monday,False,2021,FQ3
20211130,2021-11-30,2021,Q4,11,November,48,Tuesday,False,2021,FQ3
20211201,2021-12-01,2021,Q4,12,December,48,Wednesday,False,2021,FQ3
20211202,2021-12-02,2021,Q4,12,December,48,Thursday,False,2021,FQ3
20211203,2021-12-03,2021,Q4,12,December,48,Friday,False,2021,FQ3
20211204,2021-12-04,2021,Q4,12,December,48,Saturday,True,2021,FQ3
20211205,2021-12-05,2021,Q4,12,December,48,Sunday,True,2021,FQ3
20211206,2021-12-06,2021,Q4,12,December,49,Monday,False,2021,FQ3
20211207,2021-12-07,2021,Q4,12,December,49,Tuesday,False,2021,FQ3
20211208,2021-12-08,2021,Q4,12,December,49,Wednesday,False,2021,FQ3
